accuracy,loss,val_accuracy,val_loss,train_f1_weighted,val_f1_weighted,learning_rate,epoch
0.4514435827732086,1.2357665300369263,0.4214659631252289,1.3178601264953613,0.5323297759002183,0.4227009213063756,0.0010000000474974513,20
0.4691601097583771,1.2399234771728516,0.4293193817138672,1.3134934902191162,0.5435513000811231,0.42947429050887215,0.0010000000474974513,21
0.45866140723228455,1.24596107006073,0.4267015755176544,1.3199437856674194,0.5527345514846719,0.4278716725300104,0.0010000000474974513,22
0.48162728548049927,1.2101479768753052,0.4267015755176544,1.3180793523788452,0.5437308319669525,0.427157424895606,0.0010000000474974513,23
0.4842519760131836,1.2180101871490479,0.4083769619464874,1.3239458799362183,0.548528106469893,0.41003943858785347,0.0010000000474974513,24
0.47047245502471924,1.2159126996994019,0.4188481569290161,1.3081865310668945,0.5613627186964714,0.4194939604405275,0.0010000000474974513,25
0.4888451397418976,1.1828583478927612,0.4214659631252289,1.3136235475540161,0.5613364818412037,0.4212846083690364,0.0010000000474974513,26
0.4796587824821472,1.1687604188919067,0.4293193817138672,1.307555913925171,0.5572279070069587,0.4297570367246672,0.0010000000474974513,27
0.48687663674354553,1.1871646642684937,0.43455496430397034,1.309291124343872,0.5706395933462065,0.43506455731586624,0.0010000000474974513,28
0.4724409580230713,1.1875561475753784,0.41623038053512573,1.3110324144363403,0.575504963898794,0.41491626532214004,0.0010000000474974513,29
0.5006561875343323,1.1680961847305298,0.4450261890888214,1.2936254739761353,0.5779270655722827,0.44457865129345,0.0010000000474974513,30
0.5026246905326843,1.151280164718628,0.42408376932144165,1.2937371730804443,0.5833723423027534,0.42312195256445834,0.0010000000474974513,31
0.5249344110488892,1.1277704238891602,0.4450261890888214,1.303992748260498,0.5756333105354137,0.4453106146593589,0.0010000000474974513,32
0.5052493214607239,1.1574690341949463,0.4397905766963959,1.3181126117706299,0.5815002708225391,0.4405765707076495,0.0010000000474974513,33
0.5170603394508362,1.122630000114441,0.4214659631252289,1.3001527786254883,0.5953485023865692,0.42340937028426145,0.0010000000474974513,34
0.528215229511261,1.1300015449523926,0.4397905766963959,1.3046141862869263,0.5819809691586947,0.43893260608386997,0.0010000000474974513,35
0.5190288424491882,1.1358698606491089,0.4293193817138672,1.304833173751831,0.5854268653870357,0.42961875042178554,0.0010000000474974513,36
0.495406836271286,1.1313437223434448,0.4214659631252289,1.3056843280792236,0.5822823508529201,0.4229603236294301,0.0010000000474974513,37
0.5288714170455933,1.1083266735076904,0.43193715810775757,1.3039108514785767,0.5879156274182471,0.4322331838511688,0.0010000000474974513,38
0.5269029140472412,1.1014819145202637,0.4188481569290161,1.2882306575775146,0.5927297979125791,0.42094739978836687,0.0010000000474974513,39
0.5249344110488892,1.115772008895874,0.42408376932144165,1.3081785440444946,0.5867247523511818,0.4274415300171921,0.0010000000474974513,40
0.5262467265129089,1.1115376949310303,0.4214659631252289,1.2931033372879028,0.5988224983377385,0.4234011512439266,0.0010000000474974513,41
0.5209974050521851,1.1123404502868652,0.4397905766963959,1.3115068674087524,0.6019059801758943,0.4398258399878255,0.0010000000474974513,42
0.5269029140472412,1.106284737586975,0.4267015755176544,1.3033490180969238,0.5989437199008613,0.42515368050065566,0.0010000000474974513,43
0.5295275449752808,1.078229308128357,0.43193715810775757,1.31671941280365,0.6120191437748465,0.4333442779042905,0.0010000000474974513,44
0.539370059967041,1.0879963636398315,0.43193715810775757,1.3079863786697388,0.617449233734424,0.43168066667886956,0.0010000000474974513,45
0.5479002594947815,1.0626885890960693,0.44240838289260864,1.2996033430099487,0.6150073957135702,0.44265538622450484,0.0010000000474974513,46
0.5216535329818726,1.0938405990600586,0.41623038053512573,1.3015700578689575,0.6068530020760601,0.4161733875948386,0.0010000000474974513,47
0.5347769260406494,1.0632505416870117,0.43193715810775757,1.311575174331665,0.610620079889489,0.4324274341065868,0.0010000000474974513,48
0.5452755689620972,1.06167733669281,0.44240838289260864,1.313542127609253,0.6098494281411643,0.44244158204281675,0.0010000000474974513,49
0.5492125749588013,1.0463906526565552,0.41623038053512573,1.3193740844726562,0.6024070218746505,0.41837505743591036,0.0005000000237487257,50
0.5597112774848938,1.0175509452819824,0.4267015755176544,1.2982929944992065,0.608210616709696,0.4276403006154164,0.0005000000237487257,51
0.5728346705436707,1.0179808139801025,0.43455496430397034,1.2992641925811768,0.6238468209601676,0.4349254632851007,0.0005000000237487257,52
0.5603674650192261,1.0482120513916016,0.43455496430397034,1.295771837234497,0.6295948970510278,0.4356419910481887,0.0005000000237487257,53
0.5531495809555054,1.0359855890274048,0.4371727705001831,1.3256815671920776,0.61937917246147,0.43852973368983195,0.0005000000237487257,54
0.5715222954750061,1.0255128145217896,0.43455496430397034,1.3094727993011475,0.6239716771491531,0.43523331367881524,0.0005000000237487257,55
0.5387139320373535,1.0482581853866577,0.43455496430397034,1.3032615184783936,0.6314387994169711,0.43506426246416274,0.0005000000237487257,56
0.5839895009994507,1.001686453819275,0.4450261890888214,1.297268271446228,0.6291168915225254,0.44455153902862576,0.0005000000237487257,57
0.5767716765403748,1.0021857023239136,0.4293193817138672,1.3033236265182495,0.6254243521804318,0.42998904878559774,0.0005000000237487257,58
0.5721784830093384,1.0145741701126099,0.43455496430397034,1.299875259399414,0.6352977876434689,0.43518613899532715,0.0005000000237487257,59
0.5787401795387268,1.0021017789840698,0.43455496430397034,1.3021600246429443,0.636228647875662,0.4352680043477475,0.0002500000118743628,60
0.5741469860076904,1.009987473487854,0.43455496430397034,1.3021667003631592,0.6295137341557949,0.43547984295738795,0.0002500000118743628,61
0.5754593014717102,1.0071508884429932,0.43455496430397034,1.2978544235229492,0.6363728098510315,0.4357759576100084,0.0002500000118743628,62
0.5800524950027466,0.9992004632949829,0.44240838289260864,1.3051342964172363,0.6376811409234232,0.443672826566447,0.0002500000118743628,63
0.5702099800109863,0.9932376742362976,0.45026177167892456,1.3064123392105103,0.635736547404967,0.45125801114876213,0.0002500000118743628,64
0.567585289478302,0.9953013062477112,0.45026177167892456,1.294203281402588,0.6443032685221818,0.45192251141485895,0.0002500000118743628,65
0.5636482834815979,1.0054227113723755,0.4397905766963959,1.2932655811309814,0.6431964995415819,0.4408774820892518,0.0002500000118743628,66
0.5839895009994507,0.9798018336296082,0.4450261890888214,1.294463872909546,0.6457668073667355,0.44672516183603816,0.0002500000118743628,67
0.5748031735420227,0.994724452495575,0.4450261890888214,1.3013750314712524,0.6453666502793866,0.4457187531422831,0.0002500000118743628,68
0.5885826945304871,0.9828277230262756,0.4450261890888214,1.3038995265960693,0.6465385699482101,0.4453299565339049,0.0002500000118743628,69
