method,elapsed_seconds,trustworthiness_10,distance_correlation,variance_retained_2d,reconstruction_mse_2d
PCA 2D,0.001882199983811006,0.8669897230117007,0.9468308689782787,0.6709511747872874,0.3290488252127124
t-SNE 2D,13.9484819000063,0.9870958592598492,0.5897201871347256,,
